|id|Название|Регион:|Населённый пункт:|Форма собственности:|Адрес:|Лицензия: №|specialization
368|921|федеральное государственное бюджетное образовательное учреждение высшего образования «Смоленская государственная сельскохозяйственная академия»|Смоленская область|г. Смоленск|Государственный головной ВУЗ|214000, Смоленская область, г. Смоленск, ул. Большая Советская, д. 10/2|1618 от 25.08.2015 (Бессрочная)|['190304', '200302', '210302', '210302', '230501', '350304', '350304', '350304', '350305', '350305', '350305', '350306', '350306', '350306', '350307', '350307', '350307', '350404', '350404', '350404', '350405', '350405', '350405', '350406', '350406', '350406', '350601', '350601', '360301', '360301', '360301', '360302', '360302', '360302', '360402', '360402', '360402', '360501', '360501', '360501', '360601', '360601', '380301', '380301', '380302', '380304', '380305', '380307', '380401', '380401', '380402']
369|1012|федеральное государственное казенное образовательное учреждение высшего образования «Казанский юридический институт Министерства внутренних дел Российской Федерации»|Республика Татарстан (Татарстан)|г. Казань|Негосударственный головной ВУЗ|Российская Федерация, 420108, Республика Татарстан, г. Казань, ул. Магистральная, д. 35|1650 от 14.09.2015 (Бессрочная)|['400202', '400301', '400501', '400502', '400701']
370|6150|Публичное акционерное общество «Научно-производственное объединение «Алмаз» имени академика А.А. Расплетина»|г. Москва|г. Москва|Негосударственный головной ВУЗ|125190, г. Москва, Ленинградский проспект, дом 80, корпус 16|2792 от 13.12.2018 (Бессрочная)|['090601', '110601']
371|1176|Курганский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»|Курганская область|г. Курган|Негосударственный филиал|640022, г. Курган, ул. К.Маркса, д. 147-а|2787 от 07.12.2018 (Бессрочная)|['380301', '380304', '400301']
372|5604|Красноярский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»|Красноярский край| г. Красноярск|Негосударственный филиал|660012, Красноярский край, г. Красноярск, ул. Семафорная, д. 123|1789 от 30.11.2015 (Бессрочная)|['090301', '090303', '380301', '380302', '380304', '380305']
373|175|федеральное государственное бюджетное образовательное учреждение высшего образования «Пермская государственная фармацевтическая академия» Министерства здравоохранения Российской Федерации|Пермский край|г. Пермь|Государственный головной ВУЗ|614990, Пермский край, г. Пермь, ул. Екатерининская, 101|2395 от 21.09.2016 (Бессрочная)|['330501']
374|7235|Федеральное государственное бюджетное учреждение науки Институт тектоники и геофизики им. Ю.А. Косыгина Дальневосточного отделения Российской академии наук|Хабаровский край|г. Хабаровск|Негосударственный головной ВУЗ|Российская Федерация, Хабаровский край, 680000, г. Хабаровск, ул. Ким Ю Чена, д. № 65|0400 от 29.10.2012 (Бессрочная)|['050601']
375|7533|Федеральное государственное бюджетное учреждение науки Институт физики атмосферы им. А.М. Обухова Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 119017, г. Москва, Пыжевский пер., дом 3|0135 от 05.06.2012 (Бессрочная)|['050601', '250029']
376|923|федеральное государственное бюджетное образовательное учреждение высшего образования «Ставропольский государственный аграрный университет»|Ставропольский край|г. Ставрополь|Негосударственный головной ВУЗ|355017, Ставропольский край, г. Ставрополь, переулок Зоотехнический, 12|1887 от 20.01.2016 (Бессрочная)|['050306', '050406', '050601', '060601', '090207', '090302', '090402', '090403', '130207', '130302', '130402', '190210', '190302', '190304', '190402', '190403', '210205', '210302', '210402', '230203', '230303', '230403', '350216', '350304', '350306', '350307', '350310', '350404', '350406', '350409', '350601', '350604', '360201', '360301', '360302', '360401', '360402', '360501', '360601', '380201', '380206', '380207', '380301', '380302', '380304', '380305', '380306', '380401', '380402', '380404', '380405', '380408', '380501', '380601', '430214', '430301', '430302', '430303', '430402']
377|10904|федеральное государственное бюджетное научное учреждение «Институт стратегии развития образования Российской академии образования»|г. Москва| г. Москва|Негосударственный головной ВУЗ|105062, г. Москва, ул. Макаренко, д. 5/16|1514 от 25.06.2015 (Бессрочная)|['440601']
378|2178|Балашовский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Саратовский национальный исследовательский государственный университет имени Н.Г. Чернышевского»|Саратовская область|г. Балашов|Негосударственный филиал|412300, Саратовская область, г. Балашов, ул. Карла Маркса, д. 29|2022 от 21.03.2016 (Бессрочная)|['050306', '060301', '090303', '120304', '380301', '380502', '390302', '400301', '440301', '440302', '440303', '440305']
379|601|Образовательная автономная некоммерческая организация высшего образования «Волжский университет имени В.Н. Татищева» (институт)|Самарская область|г. Тольятти|Негосударственный головной ВУЗ|445020, Российская Федерация, Самарская область, г. Тольятти, ул. Ленинградская, 16|1737 от 05.11.2015 (Бессрочная)|['090301', '090302', '420302', '520501']
380|689|Смоленский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский экономический университет имени Г.В. Плеханова»|Смоленская область| г. Смоленск|Негосударственный филиал|214030, г. Смоленск, ул. Нормандия-Неман, д. 21|1789 от 30.11.2015 (Бессрочная)|['090303', '190210', '190210', '190210', '190210', '190304', '380201', '380201', '380201', '380201', '380204', '380204', '380204', '380204', '380205', '380205', '380205', '380205', '380301', '380301', '380301', '380301', '380302', '380302', '380302', '380302', '380306', '380306', '380306', '380306', '380501', '380502', '380502', '380502', '380502', '420301', '420301', '430201', '430201', '430201', '430201', '540301']
381|7348|Федеральное государственное бюджетное учреждение науки Институт информатики и проблем регионального управления Кабардино-Балкарского научного центра Российской академии наук|Кабардино-Балкарская Республика|г. Нальчик|Негосударственный головной ВУЗ|360000, Кабардино-Балкарская Республика, г. Нальчик, ул. Инессы Арманд, д. 37 «а»|2568 от 15.03.2012 (Бессрочная)|['090601', '270601', '380601']
382|7354|Федеральное бюджетное учреждение науки «Санкт-Петербургский научно-исследовательский институт эпидемиологии и микробиологии им. Пастера» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|197101, г. Санкт - Петербург, ул. Мира, д. 14|2453 от 02.11.2016 (Бессрочная)|['060601', '300601', '310601', '320601']
383|183|федеральное государственное бюджетное образовательное учреждение высшего образования «Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова» Министерства здравоохранения Российской Федерации|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|197022, г. Санкт-Петербург, ул. Льва Толстого, д. 6-8|2353 от 30.08.2016 (Бессрочная)|['060601', '300601', '310205', '310206', '310501', '310502', '310503', '310601', '310801', '310802', '310804', '310805', '310806', '310807', '310808', '310809', '310810', '310811', '310812', '310813', '310814', '310815', '310816', '310817', '310819', '310820', '310821', '310822', '310823', '310826', '310828', '310829', '310831', '310832', '310833', '310835', '310836', '310837', '310839', '310840', '310842', '310843', '310845', '310846', '310847', '310848', '310849', '310850', '310851', '310853', '310854', '310855', '310856', '310857', '310858', '310859', '310860', '310862', '310863', '310864', '310865', '310866', '310867', '310868', '310869', '310870', '310871', '310872', '310873', '310874', '310875', '310876', '310877', '320401', '320601', '340201', '340301', '370501', '370601', '490302']
384|278|Муниципальное образовательное учреждение высшего профессионального образования «Южно-Уральский профессиональный институт»|Челябинская область||Государственный головной ВУЗ||2650 от 22.03.2012 (Бессрочная)|['070600', '070601', '080100', '080105', '080109', '080507', '230100', '230101', '230105']
385|328|Негосударственное образовательное учреждение «Московская международная высшая школа бизнеса «МИРБИС» (Институт)»|г. Москва|г. Москва|Негосударственный головной ВУЗ|125047, г.Москва, ул. 1-ая Миусская, д. 22, стр. 3|1516 от 23.06.2011 (Бессрочная)|['080100', '080100', '080200', '080200', '380601']
386|5204|Гуманитарно-педагогическая академия (филиал) федерального государственного автономного образовательного учреждения высшего образования «Крымский федеральный университет имени В.И. Вернадского» в г. Ялте|Республика Крым| г. Ялта|Негосударственный филиал|298635, Республика Крым, г. Ялта, ул. Севастопольская, 2-А|1260 от 06.02.2015 (Бессрочная)|['010401', '090303', '090303', '090403', '090403', '370301', '370301', '370401', '370401', '370601', '380206', '380301', '380301', '380302', '380302', '380401', '380401', '380402', '380402', '380408', '380408', '390201', '430210', '430211', '430302', '430302', '440301', '440301', '440302', '440302', '440305', '440305', '440401', '440401', '440402', '440402', '440501', '440501', '440601', '450301', '450301', '450401', '450401', '450601', '460301', '460301', '460401', '460401', '460601', '470301', '470301', '470601', '490302', '490302', '520301', '520301', '530203', '530204', '530301', '530301', '530302', '530302', '530303', '530303', '530304', '530304', '530305', '530306', '530306', '530401', '530401', '530402', '530402', '530403', '530404', '530404', '530406', '530406', '540201', '540205', '540301', '540301', '540302', '540302', '540401', '540401', '540402', '540402', '540502', '540502']
387|713|федеральное государственное бюджетное образовательное учреждение высшего образования «Воронежский государственный институт искусств»|Воронежская область|г. Воронеж|Государственный головной ВУЗ|394053, г. Воронеж, ул. Генерала Лизюкова, д. 42|2016 от 18.03.2016 (Бессрочная)|['500601', '500601', '520501', '520501', '530302', '530302', '530303', '530303', '530306', '530306', '530501', '530501', '530502', '530502', '530505', '530505', '530901', '530901', '530905', '530905', '540502', '540502']
388|182|федеральное государственное бюджетное образовательное учреждение высшего образования «Санкт-Петербургский государственный педиатрический медицинский университет» Министерства здравоохранения Российской Федерации|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|194100, Российская Федерация, г. Санкт-Петербург, улица Литовская, д. 2|2431 от 12.10.2016 (Бессрочная)|['060601', '300502', '300601', '310501', '310502', '310503', '310601', '310801', '310802', '310806', '310809', '310810', '310811', '310812', '310813', '310814', '310815', '310816', '310817', '310818', '310819', '310820', '310826', '310828', '310829', '310830', '310832', '310835', '310836', '310837', '310839', '310840', '310842', '310843', '310846', '310847', '310849', '310850', '310851', '310853', '310854', '310856', '310857', '310858', '310859', '310860', '310863', '310866', '310867', '310868', '310870', '310871', '310872', '310873', '310874', '310875', '310876', '310877', '320401', '320501', '320601', '340301', '370501', '370601', '440303', '440403']
389|211|Государственное бюджетное образовательное учреждение высшего образования города Москвы «Московский государственный институт музыки имени А.Г. Шнитке»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Россия, 123060, г. Москва, ул. Маршала Соколовского, д. 10|1740 от 05.11.2015 (Бессрочная)|['440601', '500601', '530203', '530204', '530205', '530206', '530207', '530302', '530303', '530304', '530305', '530306', '530401', '530402', '530403', '530404', '530501', '530504', '530505', '530901', '530902', '530905']
390|1739|федеральное государственное казенное военное образовательное учреждение высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации|г. Санкт-Петербург|г. Санкт-Петербург|Государственный головной ВУЗ|набережная Макарова, д. 8, г. Санкт-Петербург, 199034|1824 от 16.12.2015 (Бессрочная)|['080202', '080202', '080204', '080204', '080204', '080205', '080205', '080210', '080210', '080301', '080301', '080301', '080501', '080501', '080501']
391|1291|Филиал образовательной автономной некоммерческой организации высшего образования «Московский психолого-социальный университет» в г. Рязани|Рязанская область| город Рязань|Негосударственный филиал|ул. Новая, 51 б, город Рязань, 390027|1478 от 28.05.2015 (Бессрочная)|['030912', '031202', '035700', '080200', '080504', '080507', '081100', '100103', '100400', '101100', '101101']
392|1807|Ступинский филиал Автономной некоммерческой организации высшего образования «Российский новый университет»|Московская область| г. Ступино|Негосударственный филиал|142803, Московская область, г. Ступино, ул. Тимирязева, д. 60|2120 от 28.04.2016 (Бессрочная)|['370301', '370301', '380207', '380207', '380301', '380301', '380302', '380302', '400201', '400201', '400301', '400301', '430211', '430211', '430303']
393|1669|Негосударственное образовательное учреждение высшего образования «Столичная финансово-гуманитарная академия»|г. Москва|г. Москва|Негосударственный головной ВУЗ|109383, г. Москва, ул. Шоссейная, дом 90, стр. 17|2050 от 31.03.2016 (Бессрочная)|['370301', '370401', '380301', '380302', '380303', '380304', '380401', '380402', '400301', '400401', '440303', '540301']
394|534|"Частное образовательное учреждение высшего образования ""Институт управления, бизнеса и технологий"""|Калужская область|г. Калуга|Негосударственный головной ВУЗ|248000, г. Калуга, ул. Гагарина, дом 1|1917 от 26.01.2016 (Бессрочная)|['030500', '030503', '050700', '080005', '080100', '080100', '080105', '080109', '080110', '080111', '080200', '080500', '080502', '080507', '080800', '080801']
395|999|федеральное государственное казенное образовательное учреждение высшего образования «Академия управления Министерства внутренних дел Российской Федерации»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 125171, г. Москва, ул. Зои и Александра Космодемьянских, д. 8|1774 от 18.11.2015 (Бессрочная)|['090701', '370701', '380402', '380403', '380404', '380701', '400401', '400701', '440701']
396|8971|Филиал негосударственного образовательного частного учреждения высшего профессионального образования «Московский социально-гуманитарный институт» в г. Ярославле|Ярославская область| г. Ярославль|Негосударственный филиал|просп. Октября, д. 91, г. Ярославль, Ярославская область, 150044|2511 от 05.03.2012 (Бессрочная)|['030300', '030301', '050700', '050715', '080100', '080109', '080500', '080504']
397|528|Негосударственное образовательное учреждение высшего профессионального образования Институт Коммерции и Права|г. Москва|г. Москва|Негосударственный головной ВУЗ|109147, г. Москва, Б. Факельный пер., д. 38 А|2564 от 15.03.2012 (Бессрочная)|['030501', '080100', '080105', '080109', '080200', '080507']
398|2388|Филиал федерального государственного автономного образовательного учреждения высшего образования «Уральский федеральный университет имени первого Президента России Б.Н. Ельцина» в г. Новоуральске Свердловской области|Свердловская область|г. Новоуральск|Негосударственный филиал|624130, Свердловская область, г. Новоуральск, ул. Строителей, д. 21|2214 от 21.06.2016 (Бессрочная)|['030100', '080801', '080801', '090303', '090303', '380302', '380302', '380303', '380303', '470301', '470301']
399|8301|Коломенский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего профессионального образования «Московский государственный открытый университет имени В.С. Черномырдина»|Московская область| г. Коломна|Государственный филиал|ул. Октябрьской Революции, д. 408, г. Коломна, Московская область, 140402|2438 от 27.01.2012 (Бессрочная)|['230105']
400|9176|Петрозаводский филиал Северо-Западного государственного заочного технического университета|Республика Карелия| г. Петрозаводск|Государственный филиал|ул. Олонецкая, д. 75, г. Петрозаводск, Республика Карелия, 185007|1036 от 29.03.2011 (Бессрочная)|['140211']
401|479|Частное образовательное учреждение высшего образования «Ростовский международный институт экономики и управления»|Ростовская область|г. Ростов-на-Дону|Негосударственный головной ВУЗ|344002, г. Ростов-на-Дону, пер. Семашко, 61|2617 от 25.07.2017 (Бессрочная)|['080005']
402|513|Частное образовательное учреждение высшего образования «Челябинский институт экономики и права им. М.В. Ладошина»|Челябинская область|г. Челябинск|Негосударственный головной ВУЗ|454135, г. Челябинск, ул. Энергетиков, д. 63|1566 от 21.07.2015 (Бессрочная)|['030500', '030501', '030602', '031100', '031201', '080100', '080102', '080105', '080109', '080500', '080502']
403|3130|Негосударственное образовательное учреждение высшего профессионального образования «Социально-экономический институт»|г. Москва| г. Москва|Негосударственный головной ВУЗ|Остаповский проезд, д. 3, стр. 7, г. Москва, 109316|0734 от 17.02.2011 (Бессрочная)|['070603', '080100', '080504', '080507', '080801', '100103']
404|11593|Федеральное государственное бюджетное научно-исследовательское учреждение «Российский научно-исследовательский институт культурного и природного наследия имени Д.С. Лихачева»|г. Москва|г. Москва|Негосударственный головной ВУЗ|119072, г. Москва, наб. Берсеневская, д. 18-20-22, строен. 3|1552 от 20.07.2015 (Бессрочная)|['050601', '510601']
405|2511|федеральное государственное бюджетное образовательное учреждение высшего образования «МИРЭА - Российский технологический университет»|г. Москва|г. Москва|Государственный головной ВУЗ|119454, г. Москва, просп. Вернадского, д. 78|2750 от 08.06.2018 (Бессрочная)|['010302', '010304', '010402', '010404', '010601', '020302', '020402', '020601', '030601', '040301', '040401', '040601', '050303', '050403', '060601', '090201', '090203', '090206', '090207', '090301', '090302', '090303', '090304', '090401', '090402', '090403', '090404', '090601', '100205', '100301', '100401', '100501', '100502', '100503', '100504', '100505', '110215', '110301', '110302', '110303', '110304', '110401', '110403', '110404', '110501', '110601', '120205', '120209', '120301', '120302', '120304', '120305', '120401', '120402', '120404', '120501', '120601', '150301', '150302', '150304', '150305', '150306', '150401', '150402', '150404', '150405', '150406', '150601', '180301', '180401', '180601', '190301', '190401', '200301', '200401', '220301', '220401', '220601', '230501', '270301', '270302', '270303', '270304', '270305', '270401', '270402', '270404', '270601', '280301', '280302', '280401', '290304', '290404', '330401', '370601', '380201', '380301', '380302', '380303', '380304', '380305', '380306', '380401', '380402', '380403', '380404', '380405', '380408', '380501', '380601', '390601', '400301', '400401', '400501', '400502', '400601', '440601', '460302', '460402', '470601', '500601', '540301', '540401']
406|1088|Частное образовательное учреждение высшего профессионального образования «Ижевский институт управления»|Удмуртская Республика|г. Ижевск|Негосударственный головной ВУЗ||0734 от 23.05.2013 (Бессрочная)|['080105', '080507']
407|728|федеральное государственное бюджетное образовательное учреждение высшего образования «Белгородский государственный аграрный университет имени В.Я. Горина»|Белгородская область|пос. Майский|Государственный головной ВУЗ|308503, Белгородская область, Белгородский район, поселок Майский, улица Вавилова, д. 1|1291 от 25.02.2015 (Бессрочная)|['050306', '050406', '060601', '090205', '090303', '090403', '190303', '190403', '210205', '210302', '210402', '230203', '350205', '350206', '350207', '350208', '350209', '350303', '350304', '350306', '350307', '350310', '350403', '350404', '350406', '350409', '350601', '350604', '360201', '360202', '360302', '360402', '360501', '360601', '380201', '380301', '380302', '380303', '380401', '380402', '380403', '380601', '440304', '440404']
408|756|федеральное государственное бюджетное военное образовательное учреждение высшего образования «Академия гражданской защиты Министерства Российской Федерации по делам гражданской обороны, чрезвычайным ситуациям и ликвидации последствий стихийных бедствий»|Московская область| городской округ Химки|Государственный головной ВУЗ|141435, Московская обл., городской округ Химки, микрорайон Новогорск|1941 от 18.02.2016 (Бессрочная)|['090301', '090302', '090402', '110302', '200301', '200401', '200501', '200601', '200701', '230303', '250303', '380301', '380304', '380404']
409|6045|"Федеральное государственное бюджетное научное учреждение ""Полярный геофизический институт"""|Мурманская область|г. Мурманск|Негосударственный головной ВУЗ|183010, город Мурманск, улица Халтурина, дом 15|2330 от 12.08.2016 (Бессрочная)|['050601', '160601']
410|1117|федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный академический университет гуманитарных наук»|г. Москва|г. Москва|Государственный головной ВУЗ|119049, г. Москва, Мароновский переулок, д. 26|2323 от 09.08.2016 (Бессрочная)|['370301', '370401', '370601', '380301', '380302', '380401', '380402', '380601', '390301', '390401', '390601', '400301', '400401', '400601', '410301', '410304', '410305', '410401', '410404', '460301', '460401', '460601', '470301', '470401', '470601', '510301', '510401', '510601', '580301', '580401']
411|9503|негосударственное (частное) образовательное учреждение высшего профессионального образования «Южно-Сахалинский институт экономики, права и информатики»|Сахалинская область|г. Южно-Сахалинск|Негосударственный головной ВУЗ||1936 от 03.10.2011 (Бессрочная)|['051300']
412|1444|Липецкий казачий институт технологий и управления (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Московский государственный университет технологий и управления имени К.Г. Разумовского (Первый казачий университет)»|Липецкая область|г. Липецк|Негосударственный филиал|398006, Россия, Липецкая область, г. Липецк, ул. Краснознаменная, владение 4|1125 от 10.11.2014 (Бессрочная)|['150304', '190304', '380301']
413|1477|федеральное государственное бюджетное образовательное учреждение высшего образования «Ивановский государственный университет»|Ивановская область|г. Иваново|Негосударственный головной ВУЗ|153025, Ивановская область, г. Иваново, ул. Ермака, д. 39|2405 от 26.09.2016 (Бессрочная)|['010301', '010401', '010601', '020301', '020302', '020401', '030302', '030402', '040301', '040401', '040501', '040601', '060301', '060401', '090303', '090403', '150601', '280301', '370301', '370401', '370601', '380301', '380302', '380303', '380401', '380402', '380408', '380601', '390301', '390302', '390401', '390601', '400301', '400401', '410305', '410405', '420301', '420302', '420402', '440301', '440302', '440402', '440601', '450301', '450401', '450601', '460301', '460401', '460601', '470601', '490301']
414|3022|Государственное образовательное учреждение высшего профессионального образования Российско-Армянский (Славянский) университет|образовательные учреждения, находящиеся за пределами Российской Федерации|г. Ереван|Государственный головной ВУЗ|Республика Армения, г. Ереван, ул. Овсепа Эмина, 123|0929 от 14.01.2014 (Бессрочная)|['010302', '010402', '010400', '020210', '030601', '030200', '030300', '030900', '030900', '031201', '031300', '031600', '031900', '031900', '032000', '032401', '032700', '040601', '060501', '060601', '060108', '060112', '070601', '080100', '080200', '090601', '100601', '100103', '100400', '110302', '110303', '110304', '110402', '110404', '300501', '330501', '370301', '370401', '380301', '380302', '380401', '380402', '380601', '400301', '400401', '400601', '410301', '410304', '410305', '410401', '410404', '410405', '410601', '420301', '420302', '420402', '420601', '430302', '430402', '450301', '450302', '450401', '450601', '470301', '470401', '550501']
415|2699|Средне-Волжский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Всероссийский государственный университет юстиции (РПА Минюста России)» в г. Саранске|Республика Мордовия|г. Саранск|Негосударственный филиал|430003, Россия, Республика Мордовия, г. Саранск, ул. Федосеенко, д. 6|1573 от 24.07.2015 (Бессрочная)|['400201', '400301', '400401', '400501', '400502']
416|10981|Федеральное государственное бюджетное учреждение «Российский научно-исследовательский институт гематологии и трансфузиологии Федерального медико-биологического агентства»|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|Российская Федерация, 191024, г. Санкт-Петербург, 2-я Советская ул., дом 16|0719 от 06.05.2013 (Бессрочная)|['310829']
417|1738|Филиал федерального государственного казенного военного образовательного учреждения высшего образования «Военная академия материально-технического обеспечения имени генерала армии А.В.Хрулева» Министерства обороны Российской Федерации в г. Пензе|Пензенская область|г. Пенза-5|Негосударственный филиал|г. Пенза-5, Пензенская область, Россия, 440005|1824 от 16.12.2015 (Бессрочная)|['110202', '110202', '110202', '120501', '120501', '150204', '150204', '150204', '170501', '170501', '170502', '170502', '170502', '180501', '180501']
418|12306|Федеральное государственное унитарное предприятие «Тихоокеанский научно-исследовательский рыбохозяйственный центр»|Приморский край| г. Владивосток|Государственный головной ВУЗ|переулок Шевченко, д. 4, г. Владивосток, Приморский край, 690950|1514 от 04.07.2011 (Бессрочная)|['030206', '030208', '030210', '030211', '030214', '051804', '051807', '051817']
419|93|автономная некоммерческая организация высшего профессионального образования «Московский финансово-промышленный институт»|г. Москва| г. Москва|Негосударственный головной ВУЗ|ул. Мещанская, д. 9/14, стр. 1, г. Москва, 129090|1367 от 09.06.2011 (Бессрочная)|['080108', '080501', '080507']
420|11277|федеральное государственное бюджетное учреждение «Национальный исследовательский центр «Курчатовский институт»|г. Москва|г. Москва|Государственный головной ВУЗ|123182, г. Москва, площадь Академика Курчатова, д. 1|0905 от 17.03.2011 (Бессрочная)|['030601', '040601', '090601', '120601', '140601', '270601']
421|5442|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Самарский государственный университет путей сообщения» в г. Алатыре|Чувашская Республика - Чувашия|г. Алатырь|Негосударственный филиал|429820, Чувашская Республика, г. Алатырь, ул. Первомайская, д.48|2342 от 18.08.2016 (Бессрочная)|['080210', '090203', '230201', '230206']
422|103|Автономная некоммерческая организация высшего профессионального образования Академический Международный Институт (АМИ)|г. Москва|г. Москва|Негосударственный головной ВУЗ|109028, г. Москва, ул. Солянка, д. 3, стр. 3|1019 от 24.03.2011 (Бессрочная)|['030501', '030900', '050100', '050400', '080001', '080100', '080105', '080109', '080114', '080507', '120001']
423|8435|Филиал федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Всероссийский заочный финансово-экономический институт» в г. Пензе|Пензенская область||Государственный филиал|Калинина, 33б, Пенза, Пензенская область, 440052|2102 от 24.10.2011 (Бессрочная)|['080104', '080105', '080109', '080507']
424|1367|Филиал образовательного учреждения высшего образования «Санкт-Петербургский институт внешнеэкономических связей, экономики и права» в г. Бокситогорске Ленинградской области|Ленинградская область|г. Бокситогорск|Негосударственный филиал|187650, Российская Федерация, Ленинградская область, г. Бокситогорск, ул. Воронина, д. 3|1085 от 15.09.2014 (Бессрочная)|['030300', '030301', '030501', '030900', '035700', '080100', '080200', '080507', '080801', '090303', '230700', '370301', '380301', '380302', '400301', '450302']
425|1315|федеральное государственное автономное образовательное учреждение высшего образования «Волгоградский государственный университет»|Волгоградская область|г. Волгоград|Государственный головной ВУЗ|400062, Волгоградская область, город Волгоград, проспект Университетский, д. 100|1951 от 20.02.2016 (Бессрочная)|['010301', '010302', '010302', '010401', '010401', '010402', '010402', '010601', '020301', '020301', '020303', '020303', '020403', '020403', '020601', '030301', '030302', '030302', '030303', '030303', '030402', '030402', '030403', '030601', '050301', '050301', '050302', '050302', '050303', '050303', '050306', '050306', '050402', '050402', '050406', '050406', '050601', '060301', '060301', '060401', '060401', '060501', '060501', '090301', '090301', '090302', '090302', '090303', '090303', '090304', '090304', '090401', '090401', '090403', '090403', '090404', '090404', '090601', '100204', '100205', '100205', '100301', '100301', '100401', '100401', '100503', '100503', '100505', '110215', '110301', '110301', '110302', '110302', '110401', '110401', '110402', '110402', '110501', '110501', '110601', '120302', '120304', '120305', '120402', '120405', '120405', '150210', '150210', '190601', '200301', '270302', '270305', '270305', '270405', '270407', '280301', '280302', '280302', '280402', '280402', '370301', '370301', '370401', '370401', '370601', '380201', '380301', '380301', '380302', '380302', '380303', '380303', '380304', '380304', '380305', '380305', '380306', '380401', '380401', '380402', '380402', '380403', '380404', '380404', '380405', '380405', '380408', '380408', '380501', '380501', '380601', '390301', '390301', '390302', '390302', '390303', '390303', '390401', '390401', '390402', '390402', '390601', '400301', '400301', '400401', '400401', '400503', '400503', '400504', '400601', '410301', '410301', '410302', '410304', '410304', '410305', '410305', '410306', '410401', '410402', '410404', '410404', '410601', '420301', '420301', '420302', '420302', '420303', '420401', '420402', '420402', '420601', '430301', '430302', '430302', '430402', '430402', '440305', '440305', '440401', '440401', '440601', '450301', '450301', '450302', '450302', '450303', '450303', '450401', '450401', '450402', '450402', '450403', '450601', '460301', '460301', '460302', '460401', '460401', '460601', '470301', '470401', '470401', '470601', '480401', '520504']
426|9890|Федеральное государственное бюджетное учреждение науки Институт горного дела Уральского отделения Российской академии наук|Свердловская область|г. Екатеринбург|Негосударственный головной ВУЗ|Российская Федерация, 620219, Екатеринбург, ул. Мамина-Сибиряка, д.58|0152 от 19.07.2012 (Бессрочная)|['050601', '210601']
427|11456|Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт медицинской генетики»|Томская область||Негосударственный головной ВУЗ||1300 от 03.03.2015 (Бессрочная)|['300601', '310806', '310830']
