|id|Название|Регион:|Населённый пункт:|Форма собственности:|Адрес:|Лицензия: №|specialization
373|586|"Некоммерческое частное образовательное учреждение высшего образования ""Кубанский Институт информзащиты"""|Краснодарский край| г. Краснодар|Негосударственный головной ВУЗ|350072, г. Краснодар, ул. Зиповская, д. 5|2442 от 25.10.2016 (Бессрочная)|['090301', '100301']
374|758|федеральное государственное бюджетное образовательное учреждение высшего образования «Академия хорового искусства имени В.С. Попова»|г. Москва|г. Москва|Негосударственный головной ВУЗ|125565, г. Москва, ул. Фестивальная, д. 2|2008 от 17.03.2016 (Бессрочная)|['500601', '530206', '530502', '530504', '530902', '530905']
375|815|федеральное государственное бюджетное образовательное учреждение высшего образования «Казанская государственная консерватория имени Н.Г. Жиганова»|Республика Татарстан (Татарстан)|г. Казань|Государственный головной ВУЗ|420015, г. Казань, ул. Большая Красная, дом 38|1643 от 09.09.2015 (Бессрочная)|['500601', '500601', '520301', '520401', '520501', '520501', '520502', '530203', '530203', '530302', '530302', '530303', '530303', '530304', '530305', '530305', '530306', '530306', '530401', '530401', '530402', '530402', '530403', '530404', '530404', '530405', '530405', '530406', '530406', '530501', '530501', '530502', '530503', '530503', '530504', '530504', '530505', '530505', '530506', '530506', '530901', '530901', '530902', '530902', '530903', '530905', '530905']
376|6375|федеральное государственное бюджетное научное учреждение «Институт художественного образования и культурологии Российской академии образования»|г. Москва|г. Москва|Негосударственный головной ВУЗ|119121, г. Москва, ул. Погодинская, д. 8, корпус 1|1569 от 23.07.2015 (Бессрочная)|['440601']
377|1955|Чистопольский филиал «Восток» федерального государственного бюджетного образовательного учреждения высшего образования «Казанский национальный исследовательский технический университет им. А.Н. Туполева - КАИ»|Республика Татарстан (Татарстан)|г. Чистополь|Негосударственный филиал|422981, Республика Татарстан, г. Чистополь, ул. Энгельса, д. 127А, помещение Н-1|2096 от 20.04.2016 (Бессрочная)|['090301', '120301', '270405', '380301']
378|10737|федеральное государственное образовательное учреждение среднего профессионального образования «Перевозский строительный колледж»|Нижегородская область|г. Перевоз|Негосударственный головной ВУЗ|607400, Нижегородская область, Перевозский район, г. Перевоз, проспект Советский, д. 27|0224 от 11.08.2008 (Бессрочная)|['030503', '040101', '050501']
379|1912|Тутаевский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Рыбинский государственный авиационный технический университет имени П.А. Соловьева»|Ярославская область|г. Тутаев|Негосударственный филиал|152300, Ярославская область, г. Тутаев, ул. Промышленная, д. 1|2133 от 13.05.2016 (Бессрочная)|['090203', '130303', '230203']
380|2613|филиал Негосударственного образовательного частного учреждения высшего профессионального образования «Московский социально-гуманитарный институт» в г. Каменске-Шахтинском Ростовской области|Ростовская область| г. Каменск-Шахтинский|Негосударственный филиал|ул. Ворошилова, д. 157, г. Каменск-Шахтинский, Ростовская область, 347800|2511 от 05.03.2012 (Бессрочная)|['030300', '030301', '050700', '050715', '080100', '080109', '080500', '080504']
381|976|Филиал федерального государственного казенного военного образовательного учреждения высшего образования «Военный учебно-научный центр Военно-воздушных сил «Военно-воздушная академия имени профессора Н.Е. Жуковского и Ю.А. Гагарина» (г. Воронеж) Министерства обороны Российской Федерации в г. Челябинске|Челябинская область|г. Челябинск|Негосударственный филиал|11-й городок, д.1, г. Челябинск,454015|1765 от 12.11.2015 (Бессрочная)|['250504', '250505']
382|532|негосударственное образовательное учреждение высшего профессионального образования Институт технологии туризма|Московская область|г. Пушкино|Негосударственный головной ВУЗ|141200, Московская область, г. Пушкино, ул. Центральная, д. 4А|1610 от 05.08.2011 (Бессрочная)|['080200', '080200', '080400', '080500', '080505', '080507', '100105', '100201']
383|2588|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Санкт-Петербургский государственный экономический университет» в г. Кизляре|Республика Дагестан|г. Кизляр|Негосударственный филиал|368830, Республика Дагестан, г. Кизляр, ул. Ленина, д. 14|1083 от 05.09.2014 (Бессрочная)|['030501', '030900', '080100', '080105', '080109', '080801', '090203', '090303', '380201']
384|12147|Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт акушерства, гинекологии и репродуктологии имени Д.О. Отта»|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|199034, г. Санкт-Петербург, Менделеевская линия, д. 3|1762 от 13.11.2015 (Бессрочная)|['310601', '310801', '310802']
385|6823|Федеральное государственное бюджетное учреждение науки Институт славяноведения Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|119334, г. Москва, Ленинский проспект, д. 32-А, корпус «В»|2662 от 05.04.2012 (Бессрочная)|['450601', '460601']
386|2536|федеральное государственное казенное военное образовательное учреждение высшего образования «Военный учебно-научный центр Сухопутных войск «Общевойсковая ордена Жукова академия Вооруженных Сил Российской Федерации»|г. Москва|г. Москва|Государственный головной ВУЗ|проезд Девичьего Поля, д. 4, г. Москва, Россия, 119992|2877 от 17.01.2020 (Бессрочная)|['560402', '560403', '560404', '560701']
387|9851|Таганрогский филиал негосударственного образовательного учреждения высшего профессионального образования «Российский новый университет»|Ростовская область| г. Москва|Негосударственный филиал|ул. Радио, д. 22, г. Москва, 105005, РФ|0860 от 03.03.2011 (Бессрочная)|['090302', '380301', '400301', '430301']
388|897|федеральное государственное бюджетное образовательное учреждение высшего образования «Рязанский государственный университет имени С.А. Есенина»|Рязанская область|г. Рязань|Государственный головной ВУЗ|390000, Рязанская область, г. Рязань, ул. Свободы, д. 46|1728 от 29.10.2015 (Бессрочная)|['010301', '010401', '010601', '020303', '020402', '030601', '040301', '040401', '040601', '050302', '050306', '050402', '050406', '060301', '060401', '090601', '160301', '160401', '270305', '370301', '370401', '370601', '380301', '380303', '380304', '380305', '380401', '390301', '390302', '390401', '390402', '400301', '400401', '400601', '410305', '410404', '410405', '420301', '420302', '420402', '430301', '430302', '430303', '440301', '440302', '440303', '440305', '440401', '440402', '440601', '450302', '450401', '450601', '460301', '460401', '460601', '480301', '480401', '490302', '510401', '510601']
389|10775|Федеральное государственное бюджетное учреждение науки Палеонтологический институт им. А.А. Борисяка Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 117647, г. Москва, Профсоюзная ул., д. 123|2754 от 19.04.2012 (Бессрочная)|['050601']
390|1651|Волгодонский институт экономики, управления и права (филиал) федерального государственного автономного образовательного учреждения высшего образования «Южный федеральный университет»|Ростовская область|г. Волгодонск|Негосударственный филиал|347383, Ростовская область, г. Волгодонск, ул. Мира, д. 47|1901 от 29.01.2016 (Бессрочная)|['030401', '030501', '031401', '040101', '040201', '050706', '050720', '080507', '380302', '390301', '390302', '400301', '440301', '440302', '460301', '510301']
391|1342|федеральное государственное бюджетное образовательное учреждение высшего образования «Российский государственный гидрометеорологический университет»|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|195196, г. Санкт-Петербург, Малоохтинский проспект, д. 98|2664 от 19.10.2017 (Бессрочная)|['030302', '050304', '050305', '050306', '050405', '050406', '050601', '090303', '100502', '170301', '270601', '350308', '380301', '380302', '380304', '380305', '380401', '380402', '380601', '420301', '440301', '450301', '450401', '450601', '540301', '540302', '540304']
392|10043|Федеральное государственное бюджетное учреждение науки Ордена Трудового Красного Знамени Институт химии силикатов им. И.В. Гребенщикова Российской академии наук|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|Российская Федерация, 199034, г. Санкт-Петербург, наб. Макарова, 2|0170 от 17.07.2012 (Бессрочная)|['040601', '180601']
393|1000|федеральное государственное казенное образовательное учреждение высшего образования «Академия Федеральной службы безопасности Российской Федерации»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 119602, город Москва, Мичуринский проспект, дом 70|1826 от 16.12.2015 (Бессрочная)|['100501', '100502', '100503', '100504', '100506', '100507', '100701', '400401', '400501', '400702', '450501', '570701']
394|5952|федеральное государственное образовательное учреждение среднего профессионального образования «Махачкалинский автомобильно-дорожный техникум»|Республика Дагестан|г. Махачкала|Государственный головной ВУЗ|пр. Акушинского, д. 13, г. Махачкала, Республика Дагестан, 367026|1487 от 05.07.2011 (Бессрочная)|['030503', '080110', '190604', '190701', '270206']
395|1682|Буденновский филиал частного образовательного учреждения высшего образования ««ИНСТИТУТ ДРУЖБЫ НАРОДОВ КАВКАЗА»»|Ставропольский край|г. Буденновск|Негосударственный филиал|356800, Российская Федерация, Ставропольский край, город Буденновск, микрорайон 8-й, д. 17 «А»|1673 от 30.09.2015 (Бессрочная)|['080507']
396|6622|федеральное государственное унитарное предприятие «Институт химических реактивов и особо чистых химических веществ Национального исследовательского центра «Курчатовский институт»|г. Москва| г.Москва|Государственный головной ВУЗ|107076, г.Москва, ул. Богородский вал, д.3|2616 от 25.07.2017 (Бессрочная)|['180601']
397|8346|Федеральное государственное бюджетное научное учреждение «Научно-исследовательский институт комплексных проблем гигиены и профессиональных заболеваний»|Кемеровская область|г. Новокузнецк|Негосударственный головной ВУЗ|654041, Кемеровская область, г. Новокузнецк, ул. Кутузова, д. 23|1108 от 21.10.2014 (Бессрочная)|['310842', '310844', '310849']
398|1390|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Глазовский государственный педагогический институт имени В.Г. Короленко» в г. Ижевске|Удмуртская Республика|г. Ижевск|Негосударственный филиал|426067, Удмуртская Республика, г. Ижевск, ул. Труда, д. 88|2366 от 06.09.2016 (Бессрочная)|['440301', '440302', '440303']
399|2375|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Удмуртский государственный университет» в городе Воткинске|Удмуртская Республика|г. Воткинск|Негосударственный филиал|427438, Удмуртская Республика, г. Воткинск, ул. Расковой, д. 1а|2237 от 28.06.2016 (Бессрочная)|['090204', '090303', '210201', '380201', '380301', '380302', '380304', '380305', '400201', '400202', '400301', '440301', '440302', '540201']
400|11701|Федеральное государственное бюджетное научное учреждение «Институт экспериментальной медицины»|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|197376, г. Санкт- Петербург, ул. Академика Павлова, д. 12|1558 от 14.07.2015 (Бессрочная)|['060601', '300601', '310836', '310842']
401|9774|Ливенский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Приокский государственный университет»|Орловская область|г. Ливны|Негосударственный филиал|303852, Орловская область, г. Ливны, ул. Мира, д. 152-а|1808 от 07.12.2015 (Бессрочная)|['080201', '080301', '090203', '150208', '150305', '380201', '380301', '380302']
402|857|федеральное государственное бюджетное образовательное учреждение высшего образования «Мурманский арктический государственный университет»|Мурманская область|г. Мурманск|Государственный головной ВУЗ|183720 г. Мурманск, ул. Капитана Егорова, д. 15|1854 от 30.12.2015 (Бессрочная)|['010302', '020301', '050306', '050601', '060301', '060401', '090203', '090301', '210205', '310501', '370301', '380301', '380302', '380304', '380305', '380402', '380601', '390301', '390302', '390303', '390401', '390402', '390601', '400201', '400301', '400401', '400601', '420302', '420402', '430301', '430302', '440301', '440302', '440303', '440304', '440305', '440401', '440402', '440403', '440601', '450302', '450401', '450402', '450601', '460301', '460401', '460601', '470601', '490301', '540301']
403|100|Автономная некоммерческая организация высшего образования «Смольный институт Российской академии образования»|г. Санкт-Петербург|г. Санкт-Петербург|Негосударственный головной ВУЗ|Российская Федерация, 195197, Санкт-Петербург, Полюстровский проспект, дом 59|2432 от 12.10.2016 (Бессрочная)|['090301', '090302', '380301', '380302', '380501', '430301', '540301', '540302', '540304']
404|795|федеральное государственное бюджетное образовательное учреждение высшего образования «Государственный музыкально-педагогический институт имени М.М. Ипполитова-Иванова»|г. Москва|г. Москва|Негосударственный головной ВУЗ|109147, г. Москва, ул. Марксистская, д. 36|2334 от 12.08.2016 (Бессрочная)|['500601', '530203', '530204', '530205', '530206', '530207', '530304', '530501', '530502', '530504', '530505', '530506', '530901', '530905']
405|5409|Образовательная автономная некоммерческая организация высшего образования «Московский психолого-социальный университет»|г. Москва| г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 115191, г. Москва, 4-й Рощинский проезд, д. 9А|1478 от 28.05.2015 (Бессрочная)|['370301', '370401', '370601', '380301', '380302', '380303', '380304', '380502', '400301', '440303', '440601']
406|9177|федеральное государственное образовательное бюджетное учреждение высшего профессионального образования «Государственный университет Министерства финансов Российской Федерации»|г. Москва| г. Москва|Государственный головной ВУЗ|Малый Златоустинский переулок, д. 7, стр. 1, г. Москва, 101990|1583 от 07.07.2011 (Бессрочная)|['080105', '080109', '080700', '080700']
407|9447|Федеральное государственное бюджетное учреждение науки Институт физического материаловедения Сибирского отделения Российской академии наук|Республика Бурятия|г. Улан-Удэ|Негосударственный головной ВУЗ|670047, Российская Федерация, г. Улан-Удэ, ул. Сахьяновой, д. 6|0726 от 16.05.2013 (Бессрочная)|['030601', '090601']
408|2542|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Тверской государственный университет» в г. Ржеве Тверской области|Тверская область|г. Ржев|Негосударственный филиал|172386, Тверская область, г. Ржев, Заводское шоссе, д. 14|1407 от 24.04.2015 (Бессрочная)|['021100', '021100', '030501', '030501', '030501', '030501', '030900', '370301', '400301']
409|11182|Федеральное государственное бюджетное учреждение науки Институт физиологически активных веществ Российской академии наук|Московская область|г. Черноголовка|Негосударственный головной ВУЗ|Российская Федерация, 142432, Московская область, Ногинский район, г. Черноголовка, Северный проезд, д.1|2736 от 12.04.2012 (Бессрочная)|['040601', '060601']
410|438|Негосударственное образовательное учреждение высшего профессионального образования «Московский институт национальных и региональных отношений»|г. Москва||Негосударственный головной ВУЗ||2733 от 16.04.2012 (Бессрочная)|['030501', '032301', '080504', '080507']
411|7424|Федеральное государственное образовательное учреждение среднего профессионального образования «Новокуйбышевский нефтехимический техникум»|Самарская область|г. Новокуйбышевск|Государственный головной ВУЗ|ул. Миронова, д. 5, г. Новокуйбышевск, Самарская область, 446200|2222 от 30.11.2011 (Бессрочная)|['140613', '150411', '220301', '240404']
412|484|Частное образовательное учреждение высшего образования «Самарская гуманитарная академия»|Самарская область|г. Самара|Негосударственный головной ВУЗ|443011, г. Самара, ул. 8-я Радиальная, д. 31|1417 от 29.04.2015 (Бессрочная)|['370301', '370301', '380201', '380207', '380301', '380301', '380302', '380302', '400201', '400301', '400301', '400401', '450301', '470301', '470401', '470401']
413|498|Негосударственное образовательное учреждение высшего профессионального образования «Современный технический институт»|Рязанская область||Негосударственный головной ВУЗ||0497 от 10.01.2013 (Бессрочная)|['070201', '080201', '080301', '080401', '090203', '100100', '100101', '100103', '100400', '140100', '140101', '180209', '200302', '240100', '270100', '270102', '270115']
414|722|федеральное государственное автономное образовательное учреждение высшего образования «Балтийский федеральный университет имени Иммануила Канта»|Калининградская область|г. Калининград|Государственный головной ВУЗ|Россия, 236016, Калининградская область, город Калининград, улица А.Невского, дом 14|1797 от 03.12.2015 (Бессрочная)|['010301', '010301', '010302', '010302', '010401', '010401', '010402', '010402', '010601', '010601', '010601', '010601', '010601', '020303', '020303', '020403', '020403', '030302', '030302', '030303', '030303', '030402', '030402', '030403', '030403', '030601', '030601', '030601', '030601', '030601', '040301', '040301', '040401', '040401', '040601', '040601', '050302', '050302', '050304', '050306', '050306', '050402', '050402', '050406', '050406', '050601', '050601', '050601', '050601', '050601', '050601', '060301', '060301', '060401', '060401', '060501', '060501', '060601', '060601', '060601', '060601', '060601', '060601', '070201', '070201', '080201', '080201', '080204', '080204', '080205', '080205', '080208', '080208', '080209', '080209', '080301', '080301', '080401', '080401', '080601', '080601', '090202', '090203', '090302', '090302', '090601', '090601', '090601', '100301', '100301', '100501', '100501', '110202', '110202', '110216', '110302', '110302', '110402', '110402', '110601', '110601', '150206', '150206', '150208', '150208', '150213', '150215', '150301', '150301', '160301', '160301', '180212', '180601', '180601', '200201', '210206', '210206', '210302', '210302', '210402', '210402', '210601', '210601', '220401', '230203', '230203', '230301', '230301', '230401', '230401', '240601', '240601', '270601', '300601', '300601', '310201', '310201', '310202', '310202', '310203', '310203', '310205', '310205', '310501', '310501', '310601', '310601', '310801', '310801', '310802', '310802', '310807', '310807', '310811', '310811', '310819', '310819', '310826', '310826', '310832', '310832', '310836', '310836', '310837', '310837', '310842', '310842', '310849', '310857', '310857', '310866', '310866', '310867', '310867', '330201', '330201', '340201', '340201', '370301', '370301', '370401', '370401', '370501', '370501', '370601', '370601', '370601', '380301', '380301', '380302', '380302', '380305', '380305', '380401', '380401', '380402', '380402', '380405', '380405', '380601', '380601', '380601', '390301', '390301', '390302', '390401', '390401', '390402', '390402', '400301', '400301', '400401', '400401', '400601', '400601', '400601', '400601', '400601', '410301', '410304', '410304', '410404', '410404', '410601', '410601', '420202', '420301', '420301', '420302', '420302', '420401', '420401', '420402', '420402', '420601', '430301', '430301', '430302', '430302', '430303', '430303', '430401', '430401', '430402', '430402', '430403', '430403', '440301', '440301', '440302', '440302', '440305', '440401', '440401', '440402', '440402', '440601', '440601', '440601', '440601', '450301', '450301', '450302', '450302', '450401', '450401', '450402', '450402', '450601', '450601', '450601', '450601', '450601', '450601', '460301', '460301', '460302', '460302', '460401', '460401', '460402', '460402', '460601', '460601', '460601', '460601', '470301', '470301', '470401', '470401', '470601', '470601', '490301', '490301', '490401', '490401', '490601', '490601', '510303', '510303', '510601', '520301', '520301', '540301', '540301', '540401', '540401']
415|1379|Филиал образовательного учреждения высшего образования «Санкт-Петербургский институт внешнеэкономических связей, экономики и права» в г. Перми|Пермский край|г. Пермь|Негосударственный филиал|614022, Российская Федерация, Пермский край, г. Пермь, ул. 9 Мая, д. 21|1085 от 15.09.2014 (Бессрочная)|['030500', '030501', '080109', '080500', '080507', '380301', '380302', '400301']
416|9017|Федеральное государственное бюджетное научное учреждение «Центральный научно-исследовательский институт туберкулёза»|г. Москва|г. Москва|Негосударственный головной ВУЗ|107564, г. Москва, Яузская аллея, д. 2|1619 от 27.08.2015 (Бессрочная)|['300601', '310601', '310845', '310851', '310867']
417|1808|Таганрогский филиал Автономной некоммерческой организации высшего образования «Российский новый университет»|Ростовская область| г. Таганрог|Негосударственный филиал|347900, Ростовская область, г. Таганрог, ул. Александровская, д. 47|2120 от 28.04.2016 (Бессрочная)|['380301', '380301', '400301', '400301']
418|12516|частное учреждение образовательная организация высшего образования «Университет «Реавиз»|г. Санкт-Петербург||Негосударственный головной ВУЗ||2805 от 07.02.2019 (Бессрочная)|['310501', '310503']
419|1246|федеральное государственное бюджетное образовательное учреждение высшего образования «Дальневосточный государственный аграрный университет»|Амурская область|г. Благовещенск|Государственный головной ВУЗ|675005, Амурская область, г. Благовещенск, ул. Политехническая, 86|1571 от 21.07.2015 (Бессрочная)|['050306', '050306', '060301', '060301', '060601', '060601', '080301', '080301', '080401', '080401', '080501', '130302', '130302', '130402', '130402', '190207', '190302', '190302', '190303', '190303', '190304', '190304', '190402', '190403', '190403', '190404', '190601', '190601', '200301', '200301', '200302', '200302', '210204', '210302', '210302', '210402', '210402', '230303', '230303', '230403', '230403', '230501', '350207', '350207', '350208', '350208', '350301', '350301', '350302', '350302', '350303', '350303', '350304', '350304', '350305', '350305', '350306', '350306', '350307', '350401', '350401', '350403', '350403', '350404', '350404', '350405', '350405', '350406', '350406', '350601', '350601', '350604', '350604', '360201', '360201', '360301', '360301', '360302', '360302', '360401', '360402', '360402', '360501', '360501', '360601', '360601', '380301', '380301', '380302', '380302', '380401', '380401', '380401', '380402', '380402', '380402', '380601', '460601']
420|6828|федеральное государственное бюджетное учреждение «Национальный медицинский исследовательский центр травматологии и ортопедии имени Н.Н. Приорова» Министерства здравоохранения Российской Федерации|г. Москва|г. Москва|Негосударственный головной ВУЗ|125299, Российская Федерация, г. Москва, ул. Приорова, дом 10|2635 от 07.09.2017 (Бессрочная)|['310601', '310866']
421|8504|Полевской филиал Федерального государственного образовательного учреждения среднего профессионального образования «Уральский радиотехнический колледж им. А.С. Попова»|Свердловская область| г. Полевской|Государственный филиал|ул. Ялунина, д. 3, г. Полевской, Свердловская область, 623385|2178 от 21.11.2011 (Бессрочная)|['030503', '032002', '080501', '080802', '230103']
422|1156|Алтайский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации»|Алтайский край|г. Барнаул|Негосударственный филиал|656008, г. Барнаул, ул. Партизанская, д. 187|2787 от 07.12.2018 (Бессрочная)|['370301', '370401', '380301', '380304', '380404', '380408', '400301', '400401', '400504']
423|10272|Федеральное государственное бюджетное учреждение науки Институт ядерных исследований Российской академии наук|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 117312, г.Москва, проспект 60-летия Октября, д.7а|0206 от 23.07.2012 (Бессрочная)|['030601']
424|2128|Трехгорный технологический институт - филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный исследовательский ядерный университет «МИФИ»|Челябинская область|г. Трехгорный|Негосударственный филиал|456080, Челябинская область, г. Трехгорный, ул. Мира, д. 17|2151 от 24.05.2016 (Бессрочная)|['080201', '080201', '090301', '090301', '090501', '110201', '110201', '110216', '110303', '110303', '120301', '120301', '130211', '130211', '150201', '150201', '150208', '150208', '150212', '150215', '150305', '150305', '150501', '150501', '230106', '150201', '150208', '150208', '150212', '150215', '150305', '150305', '150501', '150501']
425|946|федеральное государственное бюджетное образовательное учреждение высшего профессионального образования «Челябинская государственная агроинженерная академия»|Челябинская область| г. Челябинск|Негосударственный головной ВУЗ|454080, Челябинская область, г. Челябинск, проспект Ленина, д. 75|1974 от 13.10.2011 (Бессрочная)|['052001', '052002', '052003', '052601', '050501', '070002', '080005', '080500', '080502', '110100', '110300', '110301', '110302', '110303', '110304', '110800', '130001', '130002', '140211', '190206', '190603', '260100', '260201', '130001', '130002']
426|311|Автономная некоммерческая образовательная организация высшего образования «Сахалинский гуманитарно-технологический институт»|Сахалинская область| г. Южно-Сахалинск|Негосударственный головной ВУЗ|693020, Сахалинская область, г. Южно-Сахалинск, Коммунистический проспект, 72|2196 от 15.06.2016 (Бессрочная)|['030500', '030501', '031100', '031201', '051318', '080005', '080100', '080105', '080109', '080500', '080504', '080507', '080801', '130001', '140200']
427|1703|Хабаровский институт инфокоммуникаций (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Сибирский государственный университет телекоммуникаций и информатики»|Хабаровский край|г. Хабаровск|Негосударственный филиал|680013, край Хабаровский, город Хабаровск, улица Ленина, дом 73|1753 от 09.11.2015 (Бессрочная)|['090203', '090301', '110209', '110210', '110211', '110212', '110302']
428|731|федеральное государственное бюджетное образовательное учреждение высшего образования «Екатеринбургский государственный театральный институт»|Свердловская область|г. Екатеринбург|Негосударственный головной ВУЗ|620077 г. Екатеринбург, ул. Вайнера, д. 2|1850 от 28.12.2015 (Бессрочная)|['520501', '520502', '520504', '550504']
429|2251|федеральное государственное бюджетное образовательное учреждение высшего образования «Дагестанский государственный технический университет»|Республика Дагестан|г. Махачкала|Негосударственный головной ВУЗ|367026, Республика Дагестан, г. Махачкала, просп. И. Шамиля, д. 70|1623 от 27.08.2015 (Бессрочная)|['010302', '010302', '010601', '010601', '030601', '030601', '030301', '030900', '031003', '031600', '036401', '040601', '040601', '060601', '060601', '070301', '070301', '072500', '080301', '080301', '080401', '080401', '080501', '080501', '080502', '080601', '080601', '080100', '080101', '080102', '080107', '080109', '080115', '080200', '080500', '080504', '080507', '080801', '090301', '090301', '090303', '090303', '090304', '090304', '090401', '090401', '090403', '090403', '090404', '090404', '090601', '090601', '090900', '100301', '100301', '100503', '100503', '100100', '100101', '100103', '100400', '100800', '110301', '110301', '110302', '110302', '110304', '110304', '110401', '110402', '110404', '110404', '110501', '110501', '110502', '110601', '110601', '120304', '120304', '120601', '120601', '120700', '130302', '130302', '130402', '130402', '130601', '130601', '140205', '140400', '150305', '150306', '150601', '150601', '180301', '180301', '190302', '190302', '190303', '190304', '190304', '190401', '190402', '190402', '190403', '190404', '190601', '190601', '190600', '190702', '200301', '200301', '200302', '200402', '200402', '210301', '210301', '210302', '210302', '210401', '210401', '210402', '210402', '210402', '210601', '220301', '220201', '220400', '230301', '230301', '230303', '230303', '230401', '230401', '230403', '230504', '230504', '230506', '230506', '230601', '230601', '230100', '240100', '260204', '260501', '260800', '270304', '270304', '270305', '270100', '270102', '270115', '270205', '270301', '271101', '271501', '280301', '280302', '280700', '290301', '290305', '350601', '350601', '370301', '370301', '370502', '370601', '370601', '380301', '380301', '380302', '380302', '380304', '380304', '380305', '380305', '380306', '380307', '380307', '380401', '380401', '380402', '380402', '380403', '380404', '380404', '380408', '380501', '380501', '380502', '380502', '380601', '380601', '390601', '390601', '400301', '400503', '400503', '420301', '420301', '420302', '430301', '430302', '430303', '450302', '450303', '460302', '460302', '500601', '500601', '540301', '540301']
430|7803|Федеральное казенное учреждение здравоохранения «Волгоградский научно-исследовательский противочумный институт» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека|Волгоградская область|г. Волгоград|Негосударственный головной ВУЗ|400131, город Волгоград, улица Голубинская, дом 7|0008 от 29.05.2012 (Бессрочная)|['320601']
431|364|Негосударственное образовательное учреждение высшего профессионального образования «Гуманитарный институт телевидения и радиовещания им. М.А. Литовчина»|г. Москва|г. Москва|Негосударственный головной ВУЗ|Российская Федерация, 119180, г. Москва, Бродников переулок, д. 3|2520 от 29.02.2012 (Бессрочная)|['031300', '070601', '070901', '071103', '071104', '073900']
432|4093|филиал федерального государственного бюджетного образовательного учреждения высшего образования «Самарский государственный технический университет» в г. Новокуйбышевске|Самарская область| г. Новокуйбышевск|Негосударственный филиал|446200, Самарская область, г. Новокуйбышевск, ул. Миронова, д. 5|2447 от 01.11.2016 (Бессрочная)|['130302', '150304', '180301', '180401', '380301', '380303', '380403']
433|8475|федеральное государственное бюджетное научное учреждение «Тихоокеанский научно-исследовательский рыбохозяйственный центр»|Приморский край| г. Владивосток|Негосударственный головной ВУЗ|РФ, 690091, г. Владивосток, пер. Шевченко, 4|1468 от 01.06.2015 (Бессрочная)|['060601', '190601', '350604']
434|8038|Федеральное государственное бюджетное научное учреждение «Федеральный исследовательский центр угля и углехимии Сибирского отделения Российской академии наук»|Кемеровская область| г. Кемерово|Негосударственный головной ВУЗ|650000, Кемеровская область, г. Кемерово, просп. Советский, д. 18|1844 от 24.12.2015 (Бессрочная)|['040601', '050601', '060601', '150601', '180601', '210601', '460601']
